codigo_producto,marca,modelo,sucursal,tipo,cantidad,estatus_final,motivo
"TEL-TEC-SPK 30C-128GB-4R-NGO",TECNO,"SPARK 30C","MP Tenango",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-GR,TECNO,"POVA 6","MP Tenango",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-VER,TECNO,"POVA 6","MP Tenango",Equipo,1,Insertada,OK
TEL-HON-X8B-512GB-8R-PTA,HONOR,X8B,"MP San Lucas",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-4R-VER",SAMSUNG,"GALAXY A16","MP San Lucas",Equipo,1,Insertada,OK
TEL-HON-X7C-256GB-8R-VER,HONOR,X7C,"MP San Lucas",Equipo,1,Insertada,OK
"TEL-XIA-RMI 14C-256GB-4R-NGO",XIAOMI,"REDMI 14C","MP San Lucas",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-BCO",SAMSUNG,"GALAXY A26","MP San Lucas",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-MTA",SAMSUNG,"GALAXY A26","MP San Lucas",Equipo,1,Insertada,OK
"TEL-TEC-SPK 30C-256GB-16R-BCO",TECNO,"SPARK 30C","MP San Lucas",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-VER,TECNO,"POVA 6","MP San Lucas",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-VER,TECNO,"POVA 6","MP San Lucas",Equipo,1,Insertada,OK
TEL-HON-X8B-512GB-8R-AQU,HONOR,X8B,"MP S Galeana",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-6R-NGO",SAMSUNG,"GALAXY A16","MP Totoltepec",Equipo,1,Insertada,OK
TEL-MOT-G05-128GB-4R-VER,MOTOROLA,G05,"MP Totoltepec",Equipo,1,Insertada,OK
TEL-HON-X7C-256GB-8R-VER,HONOR,X7C,"MP Totoltepec",Equipo,1,Insertada,OK
TEL-HON-X7C-256GB-8R-VER,HONOR,X7C,"MP Totoltepec",Equipo,1,Insertada,OK
"TEL-TEC-CAM 40PRO-256GB-8R-NGO",TECNO,"CAMON 40PRO","MP Totoltepec",Equipo,1,Insertada,OK
"TEL-SAM-GXY A06-128GB-4R-VER",SAMSUNG,"GALAXY A06","MP Totoltepec",Equipo,1,Insertada,OK
"TEL-MOT-G24 PW-256GB-4R-CEL",MOTOROLA,"G24 POWER","MP Totoltepec",Equipo,1,Insertada,OK
"TEL-XIA-RMI 14C-256GB-4R-NGO",XIAOMI,"REDMI 14C","MP Totoltepec",Equipo,1,Insertada,OK
"TEL-XIA-RMI 14C-256GB-4R-VER",XIAOMI,"REDMI 14C","MP Totoltepec",Equipo,1,Insertada,OK
"TEL-XIA-RMI 14C-256GB-4R-VER",XIAOMI,"REDMI 14C","MP Totoltepec",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-NGO",SAMSUNG,"GALAXY A26","MP Totoltepec",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-256GB-8R-MTA",SAMSUNG,"GALAXY A26","MP Totoltepec",Equipo,1,Insertada,OK
"TEL-TEC-SPK 30C-128GB-4R-BCO",TECNO,"SPARK 30C","MP Totoltepec",Equipo,1,Insertada,OK
"TEL-TEC-SPK 30C-128GB-4R-NGO",TECNO,"SPARK 30C","MP Totoltepec",Equipo,1,Insertada,OK
"TEL-TEC-SPK 30C-128GB-4R-NGO",TECNO,"SPARK 30C","MP Totoltepec",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-AZ,TECNO,"POVA 6","MP Totoltepec",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-GR,TECNO,"POVA 6","MP Totoltepec",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-VER,TECNO,"POVA 6","MP Totoltepec",Equipo,1,Insertada,OK
"TEL-TEC-SPK 40PRO-256GB-8R-NGO",TECNO,"SPARK 40 PRO","MP Totoltepec",Equipo,1,Insertada,OK
"TEL-TEC-SPK 40PRO-256GB-8R-NGO",TECNO,"SPARK 40 PRO","MP Totoltepec",Equipo,1,Insertada,OK
TEL-MOT-G05-128GB-4R-RJO,MOTOROLA,G05,"MP Ocoyoacac",Equipo,1,Insertada,OK
TEL-MOT-G05-128GB-4R-VER,MOTOROLA,G05,"MP Ocoyoacac",Equipo,1,Insertada,OK
TEL-MOT-G05-128GB-4R-VER,MOTOROLA,G05,"MP Ocoyoacac",Equipo,1,Insertada,OK
TEL-HON-X8B-512GB-8R-AQU,HONOR,X8B,"MP San Mateo",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-4R-GR",SAMSUNG,"GALAXY A16","MP San Mateo",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-4R-GR",SAMSUNG,"GALAXY A16","MP San Mateo",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-4R-NGO",SAMSUNG,"GALAXY A16","MP San Mateo",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-6R-GR",SAMSUNG,"GALAXY A16","MP San Lucas",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-6R-VER",SAMSUNG,"GALAXY A16","MP San Lucas",Equipo,1,Insertada,OK
TEL-MOT-G05-128GB-4R-VER,MOTOROLA,G05,"MP San Lucas",Equipo,1,Insertada,OK
"TEL-TEC-CAM 40PRO-256GB-8R-NGO",TECNO,"CAMON 40PRO","MP San Lucas",Equipo,1,Insertada,OK
"TEL-XIA-RMI 14C-256GB-4R-VER",XIAOMI,"REDMI 14C","MP San Lucas",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-MTA",SAMSUNG,"GALAXY A26","MP San Lucas",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-NGO",SAMSUNG,"GALAXY A26","MP San Lucas",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-BCO",SAMSUNG,"GALAXY A26","MP Lerma",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-4R-GR",SAMSUNG,"GALAXY A16","MP Lerma",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-6R-VER",SAMSUNG,"GALAXY A16","MP Lerma",Equipo,1,Insertada,OK
"TEL-TEC-CAM 40PRO-256GB-8R-BCO",TECNO,"CAMON 40PRO","MP Lerma",Equipo,1,Insertada,OK
TEL-HON-X7C-256GB-8R-VER,HONOR,X7C,"MP Lerma",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-6R-GR",SAMSUNG,"GALAXY A16","MP Tultepec",Equipo,1,Insertada,OK
TEL-MOT-G05-128GB-4R-RJO,MOTOROLA,G05,"MP Tultepec",Equipo,1,Insertada,OK
TEL-HON-X7C-256GB-8R-BCO,HONOR,X7C,"MP Tultepec",Equipo,1,Insertada,OK
TEL-HON-X8C-256GB-8R-MOR,HONOR,X8C,"MP Tultepec",Equipo,1,Insertada,OK
"TEL-TEC-CAM 40PRO-256GB-8R-BCO",TECNO,"CAMON 40PRO","MP Tultepec",Equipo,1,Insertada,OK
"TEL-INF-NOTE 50S-256GB-8R-RJO",INFINIX,"NOTE 50S","MP Capulhuac",Equipo,1,Insertada,OK
TEL-HON-X8C-256GB-8R-VER,HONOR,X8C,"MP Tultepec",Equipo,1,Insertada,OK
FN-HON-X6A-VER,HONOR,X6A,"MP Molino",Accesorio,1,Insertada,OK
FN-HON-X6B-ROS,HONOR,X6B,"MP Molino",Accesorio,1,Insertada,OK
FN-HON-X6B-VER,HONOR,X6B,"MP Molino",Accesorio,1,Insertada,OK
FN-MOT-G24-ROS,MOTOROLA,G24,"MP Molino",Accesorio,1,Insertada,OK
FN-MOT-G24-TUR,MOTOROLA,G24,"MP Molino",Accesorio,1,Insertada,OK
AD-TAX-BAS,TAXICO,"BASIC SERIES","MP Tultepec",Accesorio,2,Insertada,OK
CR-SAM-TC35W-NG0,SAMSUNG,"TIPO C 35W","MP Tultepec",Accesorio,3,Insertada,OK
FN-HON-X7A-AZ,HONOR,X7A,"MP Tultepec",Accesorio,1,Insertada,OK
FN-HON-X7A-RJO,HONOR,X7A,"MP Tultepec",Accesorio,1,Insertada,OK
FN-HON-X8B-TRAS,HONOR,X8B,"MP Tultepec",Accesorio,4,Insertada,OK
FN-MOT-E20-NGO,MOTOROLA,E20,"MP Tultepec",Accesorio,1,Insertada,OK
FN-MOT-E22-ROS,MOTOROLA,E22,"MP Tultepec",Accesorio,1,Insertada,OK
FN-MOT-E22-TRA,MOTOROLA,E22,"MP Tultepec",Accesorio,1,Insertada,OK
FN-MOT-E22-TUR,MOTOROLA,E22,"MP Tultepec",Accesorio,1,Insertada,OK
FN-MOT-E32-AZ,MOTOROLA,E32,"MP Tultepec",Accesorio,1,Insertada,OK
FN-MOT-E32-RJO,MOTOROLA,E32,"MP Tultepec",Accesorio,1,Insertada,OK
FN-MOT-E32-ROS,MOTOROLA,E32,"MP Tultepec",Accesorio,1,Insertada,OK
FN-MOT-E32-TUR,MOTOROLA,E32,"MP Tultepec",Accesorio,1,Insertada,OK
FN-MOT-G13-NGO,MOTOROLA,G13,"MP Tultepec",Accesorio,1,Insertada,OK
FN-MOT-G32-NGO,MOTOROLA,G32,"MP Tultepec",Accesorio,1,Insertada,OK
FN-MOT-G42-AG,MOTOROLA,G42,"MP Tultepec",Accesorio,2,Insertada,OK
FN-MOT-G42-NGO,MOTOROLA,G42,"MP Tultepec",Accesorio,1,Insertada,OK
FN-MOT-G42-RJO,MOTOROLA,G42,"MP Tultepec",Accesorio,1,Insertada,OK
FN-MOT-G53-NGO,MOTOROLA,G53,"MP Tultepec",Accesorio,1,Insertada,OK
FN-SAM-A03-MOR,SAMSUNG,A03,"MP Tultepec",Accesorio,1,Insertada,OK
FN-SAM-A04-AZ,SAMSUNG,A04,"MP Tultepec",Accesorio,1,Insertada,OK
FN-SAM-A04-ROS,SAMSUNG,A04,"MP Tultepec",Accesorio,1,Insertada,OK
FN-SAM-A22-AG,SAMSUNG,A22,"MP Tultepec",Accesorio,1,Insertada,OK
FN-SAM-A24-ROS,SAMSUNG,A24,"MP Tultepec",Accesorio,2,Insertada,OK
FN-SAM-A24-TUR,SAMSUNG,A24,"MP Tultepec",Accesorio,2,Insertada,OK
FN-SAM-A34-AG,SAMSUNG,A34,"MP Tultepec",Accesorio,2,Insertada,OK
FN-SAM-A34-RJO,SAMSUNG,A34,"MP Tultepec",Accesorio,1,Insertada,OK
"FN-XIA-REDMI 9-NGO",XIAOMI,"REDMI 9","MP Tultepec",Accesorio,1,Insertada,OK
"FN-XIA-REDMI NOTE 12 PRO-RJO",XIAOMI,"REDMI NOTE 12 PRO","MP Tultepec",Accesorio,1,Insertada,OK
"FN-XIA-REDMI NOTE 12 PRO-VER",XIAOMI,"REDMI NOTE 12 PRO","MP Tultepec",Accesorio,1,Insertada,OK
"FN-XIA-REDMI NOTE 12-AZ",XIAOMI,"REDMI NOTE 12","MP Tultepec",Accesorio,1,Insertada,OK
"FN-XIA-REDMI NOTE 9-FUC",XIAOMI,"REDMI NOTE 9","MP Tultepec",Accesorio,1,Insertada,OK
MIC-HON-X8B,HONOR,X8B,"MP Tultepec",Accesorio,3,Insertada,OK
MIC-MOT-G14,MOTOROLA,G14,"MP Tultepec",Accesorio,4,Insertada,OK
"MIC-XIA-REDMI NOTE 13",XIAOMI,"REDMI NOTE 13","MP Tultepec",Accesorio,3,Insertada,OK
AD-I12-VCOL,"INPODS 12",I12,"MP Almacen General",Accesorio,161,Insertada,OK
FN-HON-X6A-AZ,HONOR,X6A,"MP Aldama",Accesorio,1,Insertada,OK
FN-HON-X6A-VER,HONOR,X6A,"MP Aldama",Accesorio,1,Insertada,OK
FN-HON-X7B-AZ,HONOR,X7B,"MP Aldama",Accesorio,1,Insertada,OK
FN-HON-X7B-ROS,HONOR,X7B,"MP Aldama",Accesorio,2,Insertada,OK
FN-HON-X7B-VER,HONOR,X7B,"MP Aldama",Accesorio,1,Insertada,OK
FN-HON-X8B-ROS,HONOR,X8B,"MP Aldama",Accesorio,1,Insertada,OK
FN-HON-X9B-NGO,HONOR,X9B,"MP Aldama",Accesorio,2,Insertada,OK
FN-HON-X9B-RJO,HONOR,X9B,"MP Aldama",Accesorio,1,Insertada,OK
FN-HON-X9B-ROS,HONOR,X9B,"MP Aldama",Accesorio,1,Insertada,OK
FN-MOT-E22-AZ,MOTOROLA,E22,"MP Aldama",Accesorio,1,Insertada,OK
FN-MOT-E22-MOR,MOTOROLA,E22,"MP Aldama",Accesorio,1,Insertada,OK
FN-MOT-E22-RJO,MOTOROLA,E22,"MP Aldama",Accesorio,3,Insertada,OK
FN-MOT-E22-ROS,MOTOROLA,E22,"MP Aldama",Accesorio,1,Insertada,OK
FN-MOT-E22-TUR,MOTOROLA,E22,"MP Aldama",Accesorio,1,Insertada,OK
FN-MOT-G24-ROS,MOTOROLA,G24,"MP Aldama",Accesorio,5,Insertada,OK
FN-MOT-G24-TUR,MOTOROLA,G24,"MP Aldama",Accesorio,3,Insertada,OK
FN-MOT-G84-AZ,MOTOROLA,G84,"MP Aldama",Accesorio,2,Insertada,OK
FN-MOT-G84-MOR,MOTOROLA,G84,"MP Aldama",Accesorio,1,Insertada,OK
FN-MOT-G84-NGO,MOTOROLA,G84,"MP Aldama",Accesorio,1,Insertada,OK
FN-SAM-A06-TRA,SAMSUNG,A06,"MP Aldama",Accesorio,1,Insertada,OK
FN-SAM-A555G-NGO,SAMSUNG,A555G,"MP Aldama",Accesorio,1,Insertada,OK
MIC-HON-X7B,HONOR,X7B,"MP Aldama",Accesorio,2,Insertada,OK
"MIC-XIA-REDMI 13C",XIAOMI,"REDMI 13C","MP Aldama",Accesorio,4,Insertada,OK
AD-I12-VCOL,"INPODS 12",I12,"MP Totoltepec",Accesorio,1,Insertada,OK
AD-I12-VCOL,"INPODS 12",I12,"MP Totoltepec",Accesorio,1,Insertada,OK
AD-I12-VCOL,"INPODS 12",I12,"MP Totoltepec",Accesorio,1,Insertada,OK
FN-HON-X7A-RJO,HONOR,X7A,"MP Totoltepec",Accesorio,1,Insertada,OK
FN-HON-X7A-RJO,HONOR,X7A,"MP Totoltepec",Accesorio,1,Insertada,OK
FN-HON-X8B-RJO,HONOR,X8B,"MP Totoltepec",Accesorio,1,Insertada,OK
FN-MOT-E22-AG,MOTOROLA,E22,"MP Totoltepec",Accesorio,1,Insertada,OK
FN-MOT-E22-ROS,MOTOROLA,E22,"MP Totoltepec",Accesorio,1,Insertada,OK
"FN-MOT-EDGE 50 FU-TRA",MOTOROLA,"EDGE 50 FUSION","MP Totoltepec",Accesorio,1,Insertada,OK
"FN-MOT-EDGE 50 FU-TRA",MOTOROLA,"EDGE 50 FUSION","MP Totoltepec",Accesorio,1,Insertada,OK
FN-MOT-G42-AG,MOTOROLA,G42,"MP Totoltepec",Accesorio,1,Insertada,OK
FN-MOT-G42-AG,MOTOROLA,G42,"MP Totoltepec",Accesorio,1,Insertada,OK
FN-MOT-G53-AZ,MOTOROLA,G53,"MP Totoltepec",Accesorio,1,Insertada,OK
FN-MOT-G53-ROS,MOTOROLA,G53,"MP Totoltepec",Accesorio,1,Insertada,OK
FN-MOT-G545G-FUC,MOTOROLA,G545G,"MP Totoltepec",Accesorio,1,Insertada,OK
FN-MOT-G545G-TUR,MOTOROLA,G545G,"MP Totoltepec",Accesorio,1,Insertada,OK
FN-MOT-G72-RJO,MOTOROLA,G72,"MP Totoltepec",Accesorio,1,Insertada,OK
FN-MOT-G84-AZ,MOTOROLA,G84,"MP Totoltepec",Accesorio,1,Insertada,OK
FN-SAM-A03-NGO,SAMSUNG,A03,"MP Totoltepec",Accesorio,1,Insertada,OK
FN-SAM-A03-RJO,SAMSUNG,A03,"MP Totoltepec",Accesorio,1,Insertada,OK
FN-SAM-A04-ROS,SAMSUNG,A04,"MP Totoltepec",Accesorio,1,Insertada,OK
FN-SAM-A04S-FUC,SAMSUNG,A04S,"MP Totoltepec",Accesorio,1,Insertada,OK
FN-SAM-A04S-ROS,SAMSUNG,A04S,"MP Totoltepec",Accesorio,1,Insertada,OK
"FN-XIA-REDMI NOTE 12 4G-RJO",XIAOMI,"REDMI NOTE 12 4G","MP Totoltepec",Accesorio,1,Insertada,OK
"FN-XIA-REDMI NOTE 12 4G-ROS",XIAOMI,"REDMI NOTE 12 4G","MP Totoltepec",Accesorio,1,Insertada,OK
"FN-XIA-REDMI NOTE 12 PRO-AZ",XIAOMI,"REDMI NOTE 12 PRO","MP Totoltepec",Accesorio,1,Insertada,OK
"FN-XIA-RMI A5-TRA",XIAOMI,"REDMI A5","MP Totoltepec",Accesorio,1,Insertada,OK
MIC-MOT-G13,MOTOROLA,G13,"MP Totoltepec",Accesorio,1,Insertada,OK
MIC-MOT-G13,MOTOROLA,G13,"MP Totoltepec",Accesorio,1,Insertada,OK
MIC-MOT-G62,MOTOROLA,G62,"MP Totoltepec",Accesorio,1,Insertada,OK
MIC-MOT-G72,MOTOROLA,G72,"MP Totoltepec",Accesorio,1,Insertada,OK
MIC-SAM-A54,SAMSUNG,A54,"MP Totoltepec",Accesorio,1,Insertada,OK
MIC-SAM-A54,SAMSUNG,A54,"MP Totoltepec",Accesorio,1,Insertada,OK
